char,pron
孖仔,ma1 zäi2
蘇蝦,säu1 ha1
伢伢仔,nga4 nga2 zäi2
坐月,co1 yük2
餵奶,wäi1 näi1
奶嘴,nai1 zöi2
兜尿,däu1 niu6
殊尿,sü4 niu6
瀨尿,lai4 niu6
抆屎,ming2 si2
抆屎窟,mäng2 si2 fäk2
短命,düng2 meng6
吊頸,diu1 geng2
跳河,tiu1 ho4
病死,beng6 si2
過身,gwo1 säng1
白事,bæk6 si6
棺材,gwung1 cöi4
壽板,säu6 bæng2
出喪,cäk2 song1
出殯,cäk2 bäng1
落葬,lok6 zong1
溪錢,käi1 cing4
仵作,ng6 zok2
棺材佬,gwung1 cöi4 läu2
炮仗,pau1 zöng2
連排,ling4 pai4
墳頭,fäng4 täu4
墓碑,mu6 bi1
拜山,bai1 sæng1
病,beng6
難頂,nang4 däng2
頂唔順,däng2 m4 säng6
發燒,fæk2 siu1
發冷,fæk2 læng1
發吽豆,fæk2 ngäu6 däu6
打冷震,da2 læng1 zäng1
感親,gam2 cäng1
扯蝦,ce2 ha1
咳嗽,käk2 säu1
攝親,sip2 cäng6
中暑,zung1 sü2
熱氣,ngik6 hi1
作嘔,zok2 äu2
結恭,gik2 gung2
疴肚仔,ngo6 du2 zäi2
喫滯,hek2 zäi6
頭暈,täu4 wäng4
嘔,äu2
痛,tung1
抽筋,cäu1 gäng1
嚇驚,hæk2 geng1
喊驚,ham1 geng1
出麻,cät2 ma2
出麻仔,cät2 ma4 zäi2
發羊吊,fæk2 yöng4 diu2
中風,zung1 fung1
肺癆,fäi1 lu4
熱痱,ngik6 fäi2
酒米,zäu2 mäi2
含膿,ham4 nung4
疤,ba1
那,na2
墨,mäk2
小腸氣,siu2 cöng4 hi1
墨屎,mäk2 si2
雞皮,gäi1 pi4
赧,nang1
發雞盲,fæk2 gäi1 mäng4
痲瘋,ma4 fung1
惹,ya1
扭,näu2
扽,dän1
爆裂,bau1 lik2
爆坼,bau1 cak2
醫病,yi1 beng6
打脈,da2 mäk6
把脈,ba2 mäk6
茶,ca4
苦茶,fu2 ca4
單,dæng1
藥單,yök6 dæng1
執藥,zäp2 yök6
執茶,zäp2 ca4
散,sæng2
藥散,yök6 sæng2
煲藥,bäu6 yök6
煲茶,bäu6 ca4
見效,ging6 hau6
醒,seng2
起身,hi2 säng1
摺,zip2
著,zok2
洗面,säi2 ming6
梳頭,so1 täu4
繽,bäng1
剃鬚筍,täi1 fu4 su1
剃鬚,täi1 su1
磨頭,mo4 täu4
剃頭,täi3 täu4
返工,fæng1 gung1
晏,æng1
收工,säu1 gung1
攰,gui6
去歸,hü1 gwäi1
去,hü1
屙屎,o1 si2
屙尿,o1 niu6
屙屁,o1 pi1
放屁,fong1 pi1
洗身,säi2 säng1
抹身,mæk2 säng1
敨涼,täu2 löng4
稍涼,säu2 liong4
曬,sai1
熱頭烘,ngik6 täu4 hung1
打牙交,da2 nga4 gau1
瞌眼睏,häp2 ngang1 fäng1
眯下,mi2 ha1
瞌一陣,häp2 yäk2 zäng2
打喊路,da2 ham1 lu1
打哈嗤,da2 häk2 ci4
鋪床,pu1 cong4
睏底,fäng1 däi1
睏覺,fäng1 gäu1
睏著,fäng1 zök6
發夢,fæk2 mung6
發開口夢,fæk2 fui1 häu2 mung6
睏唔著,fäng1 m4 zök6
扯鼻鼾,ce2 bi6 fung4
打天眠,da2 ting6 ming6
打側睏,da2 zäk2 fäng1
扒頭瞓,pa4 täu4 fäng1
睏戾頸,fän1 läi2 geng2
書館,sü1 gwäng2
學堂,hok6 tong2
啟蒙,käi2 mung4
返學,fæng1 hok6
放學,fong1 hok6
書,sü1
簿,bu2
教書先生,gau1 sü1 sing1 sang1
學生,hok6 sæng2
第一名,däi6 yäk2 mäng4
第尾,däi6 mi2
毛筆,mäu4 bäk2
墨水筆,mäk4 söi2 bäk2
鉛筆,yüng4 bäk2
筆筒,bäk2 tung2
紙,zi2
撳釘,gäm6 deng2
信封,säng1 fung2
信紙,säng1 zi2
漿糊,zöng1 fu4
刀仔,däu1 zäi2
砒,päi1
尺,cek2
擦紙膠,cæk2 zi2 gau1
擦膠,cæk2 gau1
橡筋,zöng6 gäng2
墨硯,mäk6 hing2
墨,mäk6
墨汁,mäk6 zäp2
墨水,mäk6 söi2
掭,tim1
舐,lai2
化,fa1
草書,zäu1 sü1
考試,hau2 si1
考唔倒,hau2 m1 dau2
罰徛,fäk2 ki1
印鋻,yäng1 gam1
圖章,tu4 zöng1
襟章,käm1 zöng1
郵電局,yäu4 ding6 kuk2
郵局,yäu4 kuk2
相,söng2
影畫戲,yäng2 wa2 hi1
畫,wa2
對,döi1
對聯,döi1 lüng2
聊,liu6
波,bo2
踢波,täk2 bo1
打韆鞦,da2 cing2 cäu2
放紙鷂,fong1 zi2 yiu2
講古,gung2 gu2
講古仔,gung2 gu2 zäi2
唱歌,cöng1 go2
唱歌仔,cöng1 go2 zäi2
銀雞,ngäng4 gäi1
吹銀雞,cöi1 ngäng4 gäi1
吹簫,cöi1 siu1
吹笛,cöi1 dek2
捉棋,zuk2 ki4
拎牌,lip2 pai2
游水,yäu4 söi2
沕水,mi6 söi2
打水片,da2 söi2 ping2
舞,mu2
識打功夫,säk2 da2 gong1 fu2
變把戲,bing1 ba2 hi1
變戲法,bing1 hi1 fak2
打關斗,da2 gwäng1 däu2
掃堂腿,säu1 dong4 töi2
耍盲雞,sa2 mæng4 gäi1
抓癢,au2 yöng2
跳飛機,tiu1 fi1 gi1
舞龍,mu1 lung4
拉二胡,lai6 ngi6 wu2
燒連排,siu1 ling4 pai4
騎膊馬,ke4 bok2 ma1
倒豎蔥,däu2 sü6 cung2
鬼面殼,gwäi2 ming6 hok2
猜枚,cai1 mui2
執籌,zäp2 cäu2
磧年利市,zæk2 ning4 läi6 si6
擺酒,bai2 zäu2
做人情,zu6 yäng4 cäng4
收禮,säu1 läi1
多謝,do1 ze6
生保人,sæng1 bäu2 hæk2
請坐,ceng2 co1
客氣,hæk2 hi2
斟,zäm1
派,pai1
開始,fui1 ci2
入席,yäp6 zäk6
起菜,hi2 cöi1
斟酒,zäm1 zäu2
飲勝,yäm2 säng1
慢慢行,mang6 mang2 hang4
招呼,ziu1 fu1
叩頭,käu1 täu4
叩首,käu1 säu2
打拱,da2 gung2
作揖,zok2 yäp2
風光,fung1 gwong1
充大頭鬼,cung1 dai6 täu4 gwäi2
爛醒,lang2 säng2
冇面,mäu1 ming2
陀累,to4 löi6
難為你,næng4 wäi2 ni2
理,li1
喊,ham1
撞到,zong6 däu2
探,tam1
講話,gong2 wa6
托大腳,to2 dai6 gök2
吩咐,fän1 fu1
搭嘴,dap2 zöi2
插嘴,cap2 zöi2
喝,fuk2
死啦,si2 la1
數,su2
鬧,nau6
講爛口,gong2 lang6 häu2
挨打,ngai4 da2
畀人打,bi2 yän4 da2
嗌交,ai1 gau2
打交,da2 gau2
勸交,hüng1 gau1
幫,bong1
唔錯,m4 co1
唔准,m4 zäng2
唆擺,so1 bai2
頂嘴,däng2 zöi2
駁嘴,bok2 zsöi2
撩,liu4
佮,gap2
就,zäu6
返鄉下,fang1 höng1 ha2
探親戚,tam1 cäm1 cäk2
唔得閒,m4 däk2 hæng4
得閒,däk2 hæng4
搞掂,gau2 dim6
行運,hæng4 wäng6
行衰運,hæng4 söi1 wäng6
興,häng1
鋪頭,pu1 täu2
茶樓,ca4 läu4
茶居,ca4 gü2
客棧,hæk2 zæng2
擺檔,bai2 dong2
小販,siu2 fæng2
旺,wong6
開張,fui1 zöng2
盤點,pung4 dim2
計數,gäi2 su1
執笠,zäp2 läp2
櫃台,gwäi6 töi2
櫃面,gwäi6 ming2
侍頭,si6 täu2
侍頭婆,si6 täu4 po4
伙記,fo2 gi1
師傅,si1 fu2
徒弟,tu4 däi2
人客,yäng4 hek2
講價,gong2 ga1
殺價,sæk2 ga1
還價,wæng4 ga1
減價,gam2 ga1
磧數,zæk2 su1
追債,zöi1 zai2
算盤,süng1 pung4
秤,cäng1
厘秤,li4 cäng1
皮費,pi4 fäi2
本,bung2
弄,nung6
錢,cing2
銀紙,ngäng4 zi2
大銀,dai6 ngäng4
毫子,häu4 zi2
大紙,dai6 zi2
散紙,sæng2 zi2
點,dim2
找,zau2
爭,zæng1
賺,zæng6
搵,wäng2
蝕本,sik6 bung2
抵,däi2
足秤,zuk2 cäng1
唔足秤,m4 gäu1 cäng1
著數,zök6 su1
唔著數,m4 zök6 su1
貴,gwäi2
平,peng4
車站,ce1 cam6
碼頭,ma1 täu4
渡頭,du6 täu4
橋,kiu4
街,gai1
行人路,hæng4 yäng4 lu6
馬路,ma1 lu6
私家車,si2 ga2 ce2
車仔,ce1 zäi2
單車,dæng2 ce2
黃包車,wong4 bau1 ce2
東洋車,dung1 yöng4 ce2
車轆,ce2 luk2
火船,fo2 süng4
帆船,fæng4 süng4
艇仔,teng1 zai2
汽艇,hi1 teng1
竹簰,zuk2 pai4
滲水,säm1 söi2
飛機,fi1 gi1
水腳,söi2 gök2
車飛,ce1 fi2
搭車,dap2 ce1
搭唔切車,dap2 m4 cik2 ce1
暈車浪,wäng4 ce1 long6
位,wäi2
揸車,za1 ce2
擔高頭,dam1 gäu1 täu4
耷,däp2
點頭,dim2 täu4
擰,näng2
側,läi2
顎,ngok6
擰轉,näng6 täu4
擘大眼,mak2 dai1 ngæng2
眯埋眼,mi1 mai4 ngæng2
睜大眼,zäng1 dai1 ngæng2
眨,zam2
掃,säu4
裝,zong2
睇,täi2
聽,teng1
皺,zäu1
聞,män4
嘗,söng4
試,si1
擘,mæk2
嘟,düt2
抿,mit2
錫,sek2
嚼,ziu6
吞,täng1
喫,hek2
飲,yäm2
啜,zük2
吸,käp2
吮,süng2
漯,lö2
含,häm4
啗,dam1
噴,pän1
吹,cöi1
哭,huk2
笑,siu1
荷,kai1
拉,lai1
扯,ce2
斮,sok2
擧,gü2
撿,gim2
抽,cäu1
撈,lau4
劃,wæk2
放,fong1
撳,gäm6
擁,ung2
捻,ning2
壓,ngäk2
攬,lam2
抱,päu1
擒,käm4
爬,pa4
省,sang2
搣,mik2
拏,na2
揸,za1
抓,za1
掹,mäng1
摘,zæk2
拗,au2
酓,yäm4
岑,säm4
摸,mo2
揀,gang2
攝,sip2
捽,zäk2
拍,pæk2
揼,däm2
擗,pek2
賴,lai6
劈,pek2
揈,fäng6
撓,ngäu1
撐,cæng1
捧,bung2
揞,äm2
屏,beng1
壅,ung1
鑿,zok6
搉,gok2
冚,käm2
綁,bong2
抹,mak2
擦,cæk2
戽,fu1
托,tok2
耷,däp6
拂,fik6
裹,gwo2
包,bau1
冧,läm6
筒,tung4
刮,gwæk2
斬,zam2
批,päi1
挑,tiu1
捉,zuk2
濾,lü6
攪,gau2
撈,läu1
塱,long1
掃,säu1
沖,cung1
倒,däu2
抄,cau1
捅,tung2
挑,tiu2
掖,yap6
捼,no4
捧,pung2
磧,zæk2
戙,dung6
挖,wæk2
捋,lük2
攝,yip2
搬,bung1
徛,ki1
屹,ngäk2
保頭,bäu2 täu4
踩,cai2
踢,tek2
行,hæng4
走,zäu2
纜,lam1
跳,tiu1
伏,buk6
抌,däm6
迓,nga6
砑,nga1
梗,gwæng1
仆,puk2
上來,söng1 löi4
落去,lok6 hü1
追,zöi1
攔,læng4
背,bi1
孭,me2
抬,töi4
擔,dam1
憑,bäng6
挨,ai1
唔見,m4 ging1
跣,sing2
唧,cik2
磨,mo4
櫼,zim1
浮,pu4
跌,dik2
墜,zöi1
翹,hiu1
浸死,zäm1 si2
擋,dong2
屈路,wäk2 lu6
兜路,däu2 lu6
氹氹轉,täm4 täm4 züng2
氹圈,täm4 hüng2
頂,däng2
捱,ngai4
攪,gau1
摻,zam1
研,ngang4
毒,däu6
調換,diu6 wung6
調轉,diu4 züng2
輪流,läng4 läu2
輪住,läng4 zü6
詐,za1
縱,zung1
慣,gwæng1
凹,näp2
凸,däk6
知,di1
曉,hiu2
識,säk2
以為,yi1 wäi4
估,gu2
測估,zäk2 gu2
掛,kwa1
擔心,dam1 säm1
愁心,cäu1 säm1
怒氣,nu6 hi1
發火,fak2 fo2
谷氣,guk2 hi1
委屈,wäi2 wäk2
惶,kong4
小心,siu2 säm1
睇住,täi2 zü6
諗起,näm2 hi2
情願,cäng4 yüng6
寧願,näng4 yüng2
中意,zung1 yi1
唔中意,m4 zung1 yi1
眼紅,ngang1 hung4
眼赤,ngang1 ce2
惜,sek2
緊,gäng2
煩,fæng4
得戚,däk2 cäk2
唔記得,m4 gi1 däk2
怨,yüng2
信,säng1
懷疑,wai4 yi4
思疑,si1 yi4
嫌,yim4
勸,hüng1
高興,gäu1 häng1
唔捨得,m4 se2 däk2
靜,zäng6
陰涼,yäm1 löng4
好過,häu2 gwo1
攰,gwöi6
晟眼,cang4 ngang1
攻鼻,gung1 bi6
刺耳,ci1 yi1
夾腳,gap6 gök2
窄,zæk2
癢,yöng1
痎,hai4
扽,däng1
拮肉,gäk2 yuk6
嗱,na2
長,cöng4
短,düng2
矮,ai2
新,säng1
辣,læk6
面,ming4
鹹,ham4
濃,yung4
稀,hi1
圓,yüng4
扁,bing2
濁,zuk6
清,cäng1
大,dai6
快,fai1
利,li6
生,sæng1
蠢,cäng2
熟,suk6
亂,lüng6
穩,wäng2
穩陣,wän2 zän6
歪,me2
密,mäk6
疏,so1
厲害,li6 fui6
勁,käng1
腍,näm4
跩,yäi4
脆,cöi1
斜,ce1
硬淨,ngæng6 zæng6
乜,me2
搖,yiu4
凹,nip2
潮,ciu4
伶俐,läng4 li6
骯屎,äng2 si2
麻煩,ma4 fæng4
容易,yung4 yi6
直,zäk6
好直,häu2 zäk6
粗,cu1
好粗,häu2 cu1
幼,yäu1
好幼,häu2 yäu1
滿,mung1
好滿,häu2 mung1
好拼,häu2 päng1
薄,bok6
好薄,häu2 bok6
好皓,häu2 hau6
腥,seng1
臭腥,cäu1 seng1
嫩,nüng6
好嫩,häu2 nüng6
好腍,häu2 näm4
好痛,häu2 tung1
高,gäu1
肥,fi4
肥騰騰,fi4 täng4 täng4
瘦,säu1
瘦蜢蜢,säu1 mæng2 mæng2
老,lau1
老壓壓,läu1 ngäk6 ngäk6
慢,mæng6
慢吞吞,mæng6 täng4 täng4
好利,häu2 li6
好焫,häu2 ngit6
熱辣辣,yik6 læk6 læk6
凍,dung1
凍赤赤,dung1 zek2 zek2
凍喋喋,dung1 tik2 tik2
紅,hung4
鮮紅,sing1 hung4
紅當當,hung4 dong2 dong1
黃,wong4
黃金金,wong4 gäm4 gäm4
青,ceng1
青比比,ceng1 bi2 bi2
白,bæk6
白雪雪,bæk6 süt2 süt2
白嗮嗮,bæk6 sai1 sai1
白吞吞,bæk6 täng1 täng1
酸,süng1
酸咪咪,süng1 mi2 mi2
甜,tim4
甜耶耶,tim4 yai4 yai4
苦,fu2
香,höng1
香噴噴,höng2 päng1 päng1
臭,cäu3
臭垠,cäu1 häng1
臭臊,cäu1 ou1
滑,wæk6
滑溜溜,wæk6 lük2 lük2
重,cung1
重沉沉,cung1 däm4 däm4
輕,heng1
輕青青,heng1 ceng4 ceng4
燥,zau1
燥乾,zau1 gwung1
濕,säp2
濕吶吶,säp2 näp6 näp6
硬,ngang6
硬轟轟,ngang6 gwäng4 gwäng4
光滑,gwong6 wak6
滑律律,wak6 lük2 lük2
二,ngi6
三,sam1
四,si1
五,ng1
六,luk6
七,cäk2
八,bæk2
九,gäu2
十,säp6
十五,säp6 ng1
二十二,ngi6 säp6 ngi6
廿二,ngip6 ngi6
三十三,sam1 säp6 sam1
百一,bæk2 yäk2
三四個人,sam6 si6 go1 yäng4
十幾個,säp6 gi2 go1
成個,seng4 go1
兩斤,löng1 gäng1
二兩,ngi6 löng2
斤半,gäng1 bung1
個,go1
隻,zek2
朵,dö2
條,tiu4
匹,päk2
棵,po1
兜,däu1
堆,döi1
支,zi1
件,ging6
套,täu1
張,zöng1
番,fæng1
頂,deng2
把,ba2
間,gang1
架,ga1
班,bang1
疊,dap6
啖,dam6
塊,fai1
轆,luk2
楷,kai2
潭,täm1
壢,lek6
家,ga1
滴,däk6
場,cöng4
涿,duk2
球,gäu6
兜,däu2
服,fuk6
一抩長,yäk2 nam1 cöng4
一抩,yäk2 nam1
身,säng1
輪,läng4
我,ngo1
你,ni1
佢人,kü2 yäng4
邊個,bing2 go2
哪誰,lai2 söi1
人囉,yäng4 lo2
大家,dai6 ga1
自己,zi6 gi2
我嘅,ngo1 ge1
你嘅,ni1 ge1
佢嘅,kü4 ge1
那誰嘅,nai4 söi4 ge1
呢個,ni2 go1
嗰個,go2 go1
選個,süng2 go1
呢滴,ni2 di2
嗰滴,go2 di2
邊滴,bing2 di2
一滴,yäk2 di2
呢頭,nge2 täu4
嗰頭,go2 täu4
選頭,süng2 täu4
呢邊,ne2 bing6
個邊,go2 bing6
選邊,süng2 bing6
咁,gäm1
咁,gäm2
點做,dim2 zu1
呢下,ne2 ha1
嗰陣,go2 zäng2
幾時,gi2 si4
幾耐,gi2 nöi2
幾多斤,gi2 do6 gäng1
第二頭,däi6 ngi6 täu4
四圍,si6 wäi4
咩嘢,mi2 ya2
點解,dim2 gai2
上下,söng6 ha6
分,fäng6
啱啱,ngam2 ngam2
啱,ngam2
眨下眼,zam2 ha1 ngang1
不留,bäk2 läu2
經常,gäng1 söng4
快趣,fai1 cöi1
成日,seng4 yäk6
即刻,zäk2 häk2
陣間,zäng6 gang2
幾,gi2
最,zöi2
太過,tai1 gwo1
特別,däk6 bik6
少少,siu2 siu2
都,du2
共埋,gung6 mai4
好彩,hou2 cöi2
特只,däk6 zi2
橫掂,wæng4 dim6
淨係,zeng6 häi6
淨,zeng6
偏偏,ping1 ping1
一齊,yäk2 cäi4
一定,yät2 däng6
唔,m4
唔係,m4 häi6
冇,mau4
唔使,m4 säi2
重,zung6
忽然間,fäk2 ying4 gæng1
愛,wui1
重加,zung6 ga1
約莫,yök2 mok2
爭滴,zæng2 dik2
直情,zäk6 cäng4
一早,yäk2 zou2
仲係,zung6 häi6
好似,hou2 ci1
連隨,ling4 cöi4
都,du1
經已,gäng1 yi1
稍為,sau2 wäi4
臨時,läm4 si4
臨急,läm4 gäp2
真係,zäng6 häi6
先講,sing2 gong2
同,tung4
話唔定,wa6 m4 däng6
只要,zi2 yiu1
淨係,zäng6 häi6
淨得,zäng6 däk2
畀,bi2
將,zöng1
喺,häi2
由,yäu4
沿,yüng4
問,mäng6
向,höng1
則小,zäk2 siu2
自細,zi6 säi1
在,cöi1
除,cü4
由得,yäu4 däk2
到,däu1
比,bi2
餓到死咯,ngo6 däu1 si2 lo1
餓死嘅,ngo6 si2 ge1
冷死咯,læng1 si2 lo1
冷到死,læng1 däu1 si2
冷死嘅,læng1 si2 ge1
攰死咯,gwui6 si2 lo1
攰到死,gwui6 däu1 si2
攰死嘅,gwui6 si2 ge1
磧死咯,zak2 si2 lo1
咬死咯,ngau1 si2 lo1
咬到死,ngau1 däu1 si2
咬死嘅,ngau1 si2 ge1
高興死咯,gäu1 häng1 si2 lo1
高興到死,gäu1 häng1 däu1 si2
抄勻,cau1 wäng4
講好,gong2 häu2
講掂,gong2 dim6
做完,zou1 yüng4
辣得滯,næk6 däk2 zäi6
辣過頭,næk6 gwo1 täu4
爛囉,læng6 lo6
睇唔見,täi2 m4 ging1
睇唔到,täi2 m4 dau2
出唔到,cäk2 m4 däu2
裝唔落,zong1 m4 lok6
頭唔痛,täu4 m4 tung1
俾佢估中,bi2 kü4 gu2 zung1
敨唔到氣,täu2 m4 däu2 hi1
氹唔到我,täm1 m4 däu2 ng6
喊佢唔郁,ham3 kü4 m4 yuk2
得人鍾意,däk2 yäng4 zung1 yi1
乞人憎,häk2 yäng4 zäng1
返來,fæng1 löi4
返去,fæng1 hü1
慢慢行,mæng6 mæng2 hang4
俾我睇下,bi2 ngo1 täi2 ha1
好短繩仔,häu2 düng2 säng4 zäi2
彎彎牛角,wæng1 wæng1 ngäu4 gok2
一樣長繩仔,yäk2 yöng6 cöng4 säng4 zäi2
淨係愛滴,zeng6 häi6 wui2 däk6
等陣佢就來,däng2 zäng6 kü1 zäu6 loi4
畀多滴得唔得,bi2 do2 däk6 däk2 m4 däk2
寫過,se2 gwo1
你行先,ni1 hæng4 sing2
吃多碗,hek2 do2 wung2
坐多陣間,co1 do2 zäng6 gæng2
㧡唔㧡得起,kai1 m4 kai1 däk2 hi2
㧡得起,kai1 däk2 hi2
來唔來得,löi4 m4 löi4 däk2
有去,yäu1 hü1
唔飲得酒,m4 yäm2 däk2 zäu2
唔坐得耐,m4 co1 däk2 noi6
出茅落緊雨,zäk2 mäu2 lok6 gäng2 yü1
坐頭喫,co2 täu4 hek2
門打開,mung4 da2 fui1
徛頭唔好郁,ki2 däu4 m4 häu2 yuk2
花開好兩朵,fui1 zo2 löng1 do2 fa1
吃飽飯先講,hek2 bau2 fæng6 sing2 gong2
閂埋門先,sang1 mai4 mung4 sing2
擰緊個蓋,läng2 gäng2 go1 goi1
唔好打爛我個碗,m4 häu2 da2 læng1 ngo1 go1 wung2
去睇戲囉,hü1 täi2 hi1 lo1
走去睇戲,zäu2 hü1 däi2 hi1
兩個一樣高,löng1 go1 yäk2 yöng6 gäu1
講講下就哭,gong2 gong2 ha1 zäu6 huk2
一下,yäk2 ha1
一年半載,yäk2 ning4 bung1 zöi2
一暴十寒,yäk2 buk6 säp6 fung4
一條縫,yäk2 tiu4 fung6
一蹶不振,yäk2 kük2 bäk2 zäng1
丈八金剛,zöng6 bæk2 gäm1 gong1
丈夫,zöng6 fu1
三分之一,sam1 fäng6 zi1 yäk2
三更,sam1 gæng1
上去,söng1 hü1
上等,söng6 däng2
上鍊,söng1 ling6
中華,zung1 wa4
中鵠,zung1 guk2
乘涼,säng4 löng4
乜介,mäk2 gai1
乾燥,gung1 cäu1
乾隆,king4 lung4
交易,gau1 yäk6
交錯,gau1 cok2
人參,yäng4 säm1
人影幢幢,yäng4 yäng2 cong4 cong4
人質,yäng4 zi1
今朝,gäm1 ziu1
仔細,zi2 säi1
仗義,zöng6 yi6
伴隨,bung6 cöi4
住得近,zü6 däk2 käng1
作為,zok2 wäi4
依傍,yi1 bong6
便利,bing6 li6
便宜,ping4 yi4
倒垃圾,däu2 lap6 sap2
倒後,däu1 häu6
倭寇,wo1 käu1
倭遲,wäi1 ci4
假期,ga1 ki4
做禡,zu6 nga4
傀儡,fai1 löi1
傀奇,gwäi1 ki4
傍晚,bong6 mæng1
傳播,cüng4 bo1
傳記,züng6 gi1
僕射,buk6 ye6
僮族,zong6 zuk6
兩個,löng1 go1
凝硬,käng4 ngæng6
凝聚,yäng4 zü6
凹陷,näp2 ham6
分辨,fäng1 bing6
判斷,pung1 düng1
到齊,däu1 cäi4
刺探,ci1 tam1
刺激,ci1 gäk2
刻圖章,hæk2 tu4 zöng1
刻意,häk2 yi1
剡溪,sim6 käi1
剡章,yim2 zöng1
剩餘,säng6 yü4
力量,läk6 löng6
劻勷,hong1 yöng4
勇士,yung2 si6
勉強,ming1 köng1
半鹹淡,bung1 ham4 tam1
即使,zik2 si2
原告,yüng4 gäu1
厭惡,yim1 wu1
參加,cam1 ga1
反省,fæng2 säng2
句讀,gü1 däu6
可惜,ho2 säk2
叱吒,cäk2 cak2
吃吃,hek2 hek2
否定,fäu2 däng6
否極泰來,pi2 gik6 tai1 löi4
吭聲,häng1 säng1
呢喃,ni4 nam4
呱呱叫,gwa1 gwa1 giu1
呱呱墜地,gwu1 gwu1 zöi6 di6
咀嚼,zöi2 zök2
咁多錢,gäm1 do1 cing4
咁樣,gäm2 yöng6
和尚,wo4 söng6
咽喉,ying1 häu4
品行,bäng2 häng6
品質,bäng2 zäk2
哪吒,na4 za1
哪裏,na1 li1
唔使客氣,m4 säi2 hæk2 hi1
唱和,cöng1 wo6
商賈,söng1 gwu2
商量,söng1 löng4
啤牌,pe1 pai4
啤酒,be1 zäu2
喁喁私語,yung4 yung4 si1 yü1
喇嘛,la1 ma4
嗚咽,wu1 yik2
嘍囉,läu4 lo4
嘍狗,läu1 gäu2
嘽嘽,tæng1 tæng1
嚇一驚,hæk2 yäk2 geng1
嚼碎,ziu6 söi1
困難,kwäng1 næng4
在家,cöi1 ga1
在意,zöi6 yi1
埋沒,mai4 muk6
培塿,pui4 läu1
塞滿,säk2 mung1
塞翁失馬,cöi1 yung1 säk2 ma1
墊牌,ding6 pai4
墊頭,zing1 täu4
多少,do1 siu2
大使館,dai6 si1 gwung2
大嶼山,dai6 yü4 sæng1
大石磧死蟹,dai6 sek6 zæk2 si2 hai1
大話,dai6 wa6
大阪,dai6 bæng2
夭閼,yiu1 æk2
好動,häu1 dung6
好壞,häu2 wai6
如松之盛,yü4 cung4 zi1 säng6
委蛇,wäi2 yi4
存在,cüng4 zöi6
學校,hok6 hau6
學生,hok6 sæng1
家屬,ga1 suk6
射箭,se6 zing1
少年,siu1 ning4
尿片,niu6 ping2
屋頂,uk2 deng2
屏山,peng4 sæng1
屏息,bäng2 säk2
屏風,päng4 fung1
屢見不鮮,lü1 ging1 bäk2 sing2
屬意,zuk2 yi1
島嶼,däu2 zü6
峽崥,hap6 bi2
嶺南,läng1 nam4
差別,ca1 bik6
平常,päng4 söng4
平貨,peng4 fo1
幽靈,yäu1 läng4
底下,däi2 ha6
度高,dok6 gäu1
廣東省,gwong2 dung1 sæng2
引吭高歌,yäng1 hong4 gäu1 go1
強壯,köng4 zong1
彈琴,tæng4 käm4
從兄弟,zung6 häng1 däi6
從容,sung1 yung4
從此,cung4 ci2
徼倖,hiu1 häng6
徼巡,giu1 cäng4
心廣體胖,säm1 gwong2 täi2 pung4
忠告,zung1 guk2
快樂,fai1 lok6
恁久呀,yäm6 gäu2 a4
惜別,säk2 bik6
惡人,ok2 yäng4
愚戇,yü4 zong1
感覺,gäm2 gok2
成功,säng4 gung1
戰爭,zing1 zäng1
手背,säu2 bui1
扢搭,ngäk6 dap2
投降,täu4 hong4
拚命,pung1 mäng6
捩琵琶,läi6 pi4 pa4
掊挖,päu4 wæk2
排毒,pai4 duk6
掣後腳,cik2 häu6 gök2
掣肘,zäi1 zau2
掩映,yim2 yöng2
揲法,sik6 fæk2
揲貫萬物,dip6 gwung1 mæng6 mäk6
摟抱,läu1 päu1
摟錢,läu1 cing4
摽搒,biu1 bong2
撣族,sing6 zuk6
收聽,säu1 teng1
散播,sæng1 bo1
敬業樂業,gäng1 yip6 ngau6 yip6
新鮮,säng1 sing1
斷章取義,düng6 zöng1 cü2 yi6
日暈,yäk6 wäng6
旺盛,wong6 säng6
星球,seng1 käu4
映照,yäng2 ziu1
晦暝,fui1 mäng4
暈厥,wäng4 kük2
暴力,bäu6 läk6
更加,gäng1 ga1
更換,gäng1 wung6
書僮,sü1 tung4
會面,wui6 ming6
朝廷,ciu4 täng4
未曾,mi6 cäng4
東莞,dung1 gwung2
校對,gau1 döi1
核准,häk6 zäng2
桑椹,song1 säm6
棉被,ming4 pi1
楷書,gai1 sü1
樓上,läu4 söng6
檻羊,ham1 yöng4
死背硬記,si2 bui6 ngæng6 gi1
毒藥,duk6 yök6
汀九,däng1 gäu2
汀洲,täng1 zäu1
決眥,kük2 zi6
汽車,hi1 ce1
沒收,muk6 säu1
沒水,mi6 söi2
沮喪,zü2 song1
沮誦,zü1 zung6
河瀝,ho4 läk2
泓噌,wäng4 zäng1
泡沫,päu1 muk6
泡菜,pau1 cöi1
洗腎,säi2 säng6
活塞,wuk6 säk2
浮沈,fäu4 cäm4
海幢寺,fui2 tung4 zi6
淜滂,päng4 pong4
淡水,dam6 söi2
淡水湖,tam1 söi2 wu4
淡泊,dam6 bok6
淵藪,yüng1 säu2
測度,cäk2 dok6
湊伴,cäu1 pung1
湫底,cäu1 däi2
湫水河,zäu1 söi2 ho4
溫度,wäng1 du6
