char,pron
證供,zin4 giung1
分分鐘,fun1 fun1 zung1
代為,toi4 vui2
名叫,min2 giau4
轉交,zon3 gau1
大嶼山,tai4 yi2 san1
好少,hau3 sau3
行街,hang2 gai1
好易,hau3 yi4
塞車,set5 ca1
否定,fiu3 tin4
核武,het6 vu1
間諜,gan4 tiap6
年長,ngien2 zong3
變種,bien4 zung3
靠近,kau4 kiun4
小三,siau3 sam1
鮮味,sien1 mui4
絕食,ciet6 sit6
肉質,ngiuk5 zit5
體會,ti3 fui4
好心,hau3 sim1
防暴,fong2 pau4
深度,cim1 tu4
屬實,suk6 sit6
命名,min4 min2
分銷,fun1 siau1
打和,da3 fo2
聽講,tang4 gong3
從小,cung2 siau3
分隔,fun1 gak5
夜總會,ya3 zung3 fui4
驚險,gin1 hiam3
和牛,fo2 ngiu2
逼和,bit5 fo2
衡量,fen2 liong4
差點,ca1 diam3
惡搞,ok5 gau3
大道,tai4 tau4
管道,gon3 tau4
喪失,song4 sit5
遺傳,vui2 con2
堅強,gien1 kiong2
好運,hau3 yun4
誤解,ngu4 gai3
行內,hong2 lui4
巴士站,ba1 si3 zam4
被譽為,pi4 yi4 vui2
瞬間,sun4 gan1
紹興,sau2 hin4
成年,sin2 ngien2
平常,pin2 song2
相距,siong1 ki3
長城,cong2 sang2
首長,siu3 zong3
太平,tai4 pin2
價值觀,ga4 cit6 gon1
緩和,fon4 fo2
傳遞,con2 ti4
小量,siau3 liong4
可行,ko3 hang2
誤以為,ngu4 yi1 vui2
應屆,yin4 gai4
中位數,zung1 vui4 su4
俱樂部,ki1 lok6 pu4
反省,fan3 sin3
調升,tiau4 sin1
轉讓,zon3 ngiong4
中立,zung1 lip6
重用,cung4 yung4
好手,hau3 siu3
上天,song4 tien1
解畫,gai3 fa4
氣質,hi4 zit5
會晤,fui4 ngu4
着手,cok6 siu3
糧食,liong2 sit6
堵塞,du3 set5
名貴,min2 gui4
擔正,dam1 zang4
温哥華,vun1 go1 fa2
轉換,zon3 von4
聽説,tin4 sot5
玩意,ngan4 yi4
社會福利,sa1 fui4 fuk5 li4
相近,siong1 kiun4
血腥,hiet5 siang1
賽道,soi4 tau4
靈堂,lin2 tong2
種族,zung3 cuk6
難題,lan2 ti2
視覺,si4 gok5
童話,tung2 va4
分佈,fun1 bu4
當值,dong1 cit6
更衣室,gang1 yi1 sit5
振興,zin3 hin1
擔當,dam1 dong1
正正,zin4 zin4
順道,sun4 tau4
解散,gai3 san4
暗中,am4 zung1
應否,yin1 fiu3
聖經,sin4 gin1
實屬,sit6 suk6
傳中,con2 zung1
扮靚,pan4 liang4
聽取,tang4 ci3
戰車,zien4 ca1
重生,cung2 sang1
應變,yin4 bien4
倒戈,dau3 go1
為首,vui2 siu3
判處,pan4 cu3
中國大陸,zung1 get5 tai4 luk6
積分,zit5 fun1
坐擁,co4 yung3
外觀,ngoi4 gon1
將要,ziong1 yau4
撻着,dat5 cok6
可樂,ko3 lok6
傳説,con2 sot5
壽命,siu4 min4
惡意,ok5 yi4
美好,mui1 hau3
一年一度,yit5 ngien2 yit5 tu4
化名,fa4 miang2
浸會大學,zim4 fui4 tai4 hok6
散發,san4 fat5
傳言,con2 ngien2
轉機,zon3 gi1
一會,yit5 fui4
加重,ga1 cung1
酒會,ziu3 fui4
重重,cung2 cung2
中斷,zung1 ton1
休假,hiu1 ga4
禁制令,gim4 zi4 lin4
勝算,sin4 son4
剩餘,sin4 yi2
做乜,zo4 mak5
少有,sau3 yiu1
倒卧,dau3 ngo4
校服,gau4 fuk6
喇叭,la2 ba1
公正,gung1 zin4
社會主義,sa1 fui4 zu3 ngi4
畫作,fa4 zok5
缺少,kiet5 sau3
倒不如,dau3 but5 yi2
分娩,fun1 van3
説服,soi4 fuk6
親屬,cin1 suk6
煞車,sat5 ca1
軟禁,ngion1 gim4
看中,kon4 zung4
當眾,dong1 zung4
商量,song1 liong2
仇恨,siu2 hen4
請假,ciang3 ga4
賽馬會,soi4 ma1 fui4
禁錮,gim4 gu4
行經,hang2 gin1
將至,ziong1 zi4
執着,zip5 cok6
珠三角,zu1 sam1 gok5
打針,da3 zim1
阻塞,zo3 set5
名詞,min2 cu2
受驚,siu4 gin1
救命,giu4 miang4
戰勝,zien4 sin4
遊玩,yiu2 ngan4
有着,yiu1 cok6
貨櫃車,fo4 kui4 ca1
樂意,lok6 yi4
相戀,siong1 lien4
為重,vui2 cung4
提倡,ti2 cong1
收成,siu1 sin2
吿一段落,gau4 yit5 ton4 lok6
薯仔,su2 zai3
荷爾蒙,ho4 li3 mung2
打架,da3 ga4
牛仔,ngiu2 zai3
專為,zon1 vui2
傳染,con2 ngiam4
折磨,ziet5 mo2
好人,hau3 ngin2
投降,tiu2 hong2
貴為,gui4 vui2
哪個,lai4 go4
優勝,yiu2 sin4
成因,sin2 yin1
大家樂,tai4 ga1 lok6
着火,cok6 fo3
錯失,co4 sit5
上圍,song4 vui2
雖説,sui1 sot5
差餉,cai1 hiong3
聞名,vun2 min2
燕窩,yen4 vo1
喜好,hi3 hau4
少量,sau3 liong4
外間,ngoi4 gan1
中山,zung1 san1
上訴庭,song4 su4 tin2
參展,cam1 zien3
淡靜,tam4 cin4
瘋傳,fung1 con2
轉行,zon4 hong2
暴徒,pau4 tu2
兩旁,liong1 pong2
質量,zit5 liong4
認錯,ngin4 co4
哪裏,lai4 li1
士的,su4 dit5
射擊,sa4 git5
文化中心,vun2 fa4 zung1 sim1
利淡,li4 tam4
解約,gai3 yok5
好戲,hau3 hi4
人話,ngin2 va4
放蛇,fong4 sa2
分化,fun1 fa4
為生,vui2 sang1
重啟,cung2 ki3
玩耍,ngan2 sa3
理所當然,li1 so3 dong1 yen2
長跑,cong2 pau1
中型,zung1 hin2
長途,cong2 tu2
觸覺,cuk5 gok5
三角形,sam1 gok5 hin2
吿示,gau4 si4
平安夜,pin2 on1 ya3
潛質,ciam2 zit5
平壤,pin2 yong4
宣吿,sien1 gau4
行情,hong2 cin2
重整,cung2 zin3
熱量,ngiet6 liong4
從業員,cung2 ngiap6 yen2
核實,het6 sit6
升讀,sin1 tuk6
奢華,ca1 fa2
會合,fui4 hap6
使用者,si3 yung4 za3
滿分,man1 fun1
踩單車,cai3 dan1 ca1
失靈,sit5 lin2
長輩,zong3 bui4
華僑,fa2 kiau2
轉頭,zon4 tiu2
獲勝,vet6 sin4
輾轉,zien3 zon3
打鬥,da3 diu4
好感,hau3 gam3
不分,but5 fun1
邊度,bien1 tu4
種族歧視,zung3 cuk6 ki1 si4
人中,ngin2 zung1
三點式,sam1 diam3 sit5
一面倒,yit5 mien4 dau3
分辨,fun1 pien4
結伴,giet5 pan4
記載,gi4 zoi4
強力,kiong2 lit6
食譜,sit6 pu3
要面,yau4 mien4
相遇,siong1 ngi4
粗暴,cu1 pau4
社長,sa1 zong3
使費,su3 fui4
坐監,co1 gam1
中歐,zung1 iu1
簽名會,ciam1 miang2 fui4
假扮,ga3 pan4
應急,yin4 gip5
恰當,kap5 dong4
賽會,soi4 fui4
親中,cin1 zung1
屋頂,vuk5 dang3
調配,tiau4 pui4
警覺,gin3 gok5
觀感,gon1 gam3
三文治,sam1 vun2 ci4
中止,zung1 zi3
士多,su4 do1
分居,fun1 gi1
言行,ngien2 hang2
打波,da3 bo1
濃度,ngiung2 tu4
水上,sui3 song4
病假,piang4 ga4
和服,fo2 fuk6
傳單,con2 dan1
此刻,cu3 ket5
散播,san4 bo4
畫畫,vak6 fa4
有種,yiu1 zung3
沮喪,zu3 song4
州長,ziu1 zong3
聽眾,tin4 zung4
人仔,ngin2 zai3
後生仔,hiu4 sang1 zai3
名副其實,min2 fu4 ki2 sit6
驚嚇,gin1 hak5
散貨,san3 fo4
卡路里,ka1 lu4 li1
飲食業,yim3 sit6 ngiap6
追平,zui1 pin2
台中,toi2 zung1
船長,son2 zong3
分泌,fun1 bi4
喱士,li1 si3
參戰,cam1 zien4
知識分子,zi4 sit5 fun4 zu3
糞便,bun4 pien4
上個月,song4 go4 ngiet6
車費,ca1 fui4
中部,zung1 pu4
推倒,tui1 dau3
車房,ca1 fong2
度假村,tu4 ga4 cun1
糾正,giu3 zin4
吃力,ket5 lit6
修正,siu1 zin4
可卡因,ko3 ka1 yin1
色調,set5 tiau4
評核,pin2 het6
中槍,zung4 ciong1
三甲,sam1 gap5
喪生,song4 sang1
鑽戒,zon4 gai4
國際學校,get5 zi4 hok6 gau4
中秋節,zung1 ciu1 ziet5
勝訴,sin4 su4
禁藥,gim4 yok6
地中海,ti4 zung1 hoi3
當街,dong1 gai1
持平,ci2 pin2
聽見,tang4 gien4
倡議,cong1 ngi4
鮮血,sien1 hiet5
處罰,cu3 fat6
音樂劇,yim1 ngok6 kiak6
陶瓷,tau2 cu2
中路,zung1 lu4
車速,ca1 suk5
使館,si4 gon3
並重,bin4 cung4
竊聽,ciap5 tang4
旁聽,pong2 tin4
三角,sam1 gok5
推斷,tui1 ton4
傳訊,con2 sin4
投射,tiu2 sa4
復仇,fuk6 siu2
放映,fong4 yang3
齊全,ce2 cien2
華南,fa2 lam2
將軍,ziong1 giun1
樂器,ngok6 hi4
中暑,zung4 cu3
格仔,gak5 zai3
死撐,si3 cang4
母校,mu3 gau4
解放,gai3 fong4
中華民國,zung1 fa2 min2 get5
強項,kiong2 hong4
校舍,gau4 sa3
小便,siau3 pien4
唔要,m1 yau4
體質,ti3 zit5
吿終,gau4 zung1
差別,ca1 piet6
電話號碼,tien4 va4 hau4 ma1
分離,fun1 li2
禁煙,gim4 yen1
長裙,cong2 kiun2
為之,vui2 zu1
到會,dau4 fui4
道出,tau4 cut5
席間,cit6 gan1
平復,pin2 fuk6
背面,boi4 mien4
朝早,zau1 zau3
背包,boi4 bau1
頂住,din3 cu4
相熟,siong1 suk6
磨擦,mo2 cat5
月供,ngiet6 giung1
核數師,het6 su4 su1
整齊,zin3 ce2
軌道,gui3 tau4
説不定,sot5 but5 tin4
上蓋,song4 goi4
名堂,min2 tong2
行蹤,hang2 zung1
冷淡,lang1 tam4
處事,cu3 su4
傳承,con2 sin2
無從,vu2 cung2
發難,fat5 lan4
中興,zung1 hin1
公眾假期,gung1 zung4 ga4 ki2
喻為,yi4 vui2
便利,pien4 li4
清淡,cin1 tam4
狗仔,giu3 zai3
應邀,yin4 yau1
王朝,vong2 cau2
諗起,lem3 hi3
主觀,zu3 gon1
重臨,cung2 lim2
名譽,min2 yi4
觀音,gon1 yim1
遠勝,yen3 sin4
參拜,cam1 bai4
看齊,kon4 ce2
鑽石山,zon4 sak6 san1
中菜,zung1 coi4
飛車,fui1 ca1
撈起,lau1 hi3
車子,ca1 zu3
種子,zung3 zu3
間房,gan4 fong2
才華,coi2 fa2
首當其衝,siu3 dong1 ki2 cung1
嗜好,si4 hau4
中出,zung1 cut5
高質,gau1 zit5
冰鮮,ben1 sien1
省市,sen3 si4
惋惜,van3 sit5
顯示屏,hien3 si4 pin2
反轉,fan3 zon4
東道主,dung1 tau4 zu3
邪惡,sia2 ok5
轉播,zon3 bo4
分明,fun1 min2
樂迷,ngok6 mi2
紅十字會,fung2 sip6 su4 fui4
新近,sin1 kiun4
本質,bun3 zit5
愛將,oi4 ziong4
捲土重來,gien3 tu3 cung2 loi2
中間人,zung1 gan1 ngin2
三國,sam1 get5
人道,ngin2 tau4
盛讚,sang4 zan4
命案,min4 on4
重量級,cung1 liong4 kip5
大中華,tai4 zung1 fa2
四驅車,si4 ki1 ca1
供詞,giung1 cu2
初中,co1 zung1
上層,song4 cen2
當代,dong1 toi4
驅散,ki1 san4
聽歌,tang4 go1
頭頂,tiu2 dang3
重型,cung1 hin2
調解,tiau2 gai3
長度,cong2 tu4
當紅,dong1 fung2
核電,het6 tien4
隸屬,li4 suk6
吿急,gau4 gip5
乾燥,gon1 cau4
度高,tok6 gau1
撐起,cang4 hi3
應節,yin4 ziet5
腎臟,sin4 cong4
負荷,fu4 ho4
拚命,pin4 min4
禁忌,gim4 ki4
好看,hau3 kon4
黑名單,het5 min2 dan1
合成,hap6 sin2
打敗,da3 pai4
再三,zai4 sam1
行兇,hang2 hiung1
升降,sin1 gong4
華語,fa2 ngi1
難關,lan2 gan1
密度,mit6 tu4
純屬,sun2 suk6
座談會,co4 tam2 fui4
油畫,yiu2 fa4
假髮,ga3 fat5
武士,vu1 su4
平凡,pin2 fam2
社會科學,sa1 fui4 ko1 hok6
疑為,ngi2 vui2
名師,min2 su1
三號,sam1 hau4
喪命,song4 min4
分校,fun1 gau4
長褲,cong2 fu4
湊仔,ciu4 zai3
毒素,tuk6 su4
解封,gai3 fung1
長沙,cong2 sa1
豐盛,fung1 sang4
宣讀,sien1 tuk6
大熊貓,tai4 yung2 miau4
同伴,tung2 pan4
正所謂,zin4 so3 vui4
相互,siong1 fu4
哽咽,gang3 yen1
圈中人,kien1 zung1 ngin2
大會堂,tai4 fui4 tong2
新鮮感,sin1 sien1 gam3
芭蕾舞,ba1 lui2 mu3
分派,fun1 pai4
長短,cong2 don3
與會,yi1 fui4
解答,gai3 dap5
摘要,zak5 yau4
副學士,fu4 hok6 su4
打頭陣,da3 tiu2 cin4
難受,lan2 siu4
長年,cong2 ngien2
要不,yau4 but5
淡出,tam4 cut5
前度,cien2 tu4
供求,giung1 kiu2
賣廣吿,mai4 gong3 gau4
頂替,din3 tai4
三公,sam1 gung1
只差,zit5 ca1
馬仔,ma1 zai3
靜坐,cin4 co4
感興趣,gam3 hin1 ci4
管理處,gon3 li1 cu4
長壽,cong2 siu4
全長,cien2 cong2
打官司,da3 gon1 su1
紳士,sin1 si3
成績表,sin2 ziak5 biau3
一時間,yit5 si2 gan1
少不了,sau3 but5 liau3
供電,giung1 tien4
更正,gang1 zin4
成數,sin2 su4
貪靚,tam1 liang4
着想,cok6 siong3
荷包,ho2 bau1
王冠,vong2 gon1
好味,hau3 mui4
小吃,siau3 ket5
虐打,ngiok5 da3
旋轉,sien2 zon3
宏觀,fen2 gon1
載客,zoi4 hak5
腸道,cong2 tau4
季經,gui4 gin1
嚴禁,ngiam2 gim4
解説,gai3 sot5
參差,cam1 ci1
親近,cin1 kiun4
打通,da3 tung1
本應,bun3 yin1
玩味,ngan4 mui4
惡鬥,ok5 diu4
大和,tai4 fo2
厭惡,yam4 vu4
聽證會,tin4 zin4 fui4
解禁,gai3 gim4
皇冠,fong2 gon1
健力士,kien4 lit6 su4
萬分,man4 fun1
食物中毒,sit6 vut6 zung4 tuk6
膳食,sien4 sit6
行人天橋,hang2 ngin2 tien1 kiau2
大便,tai4 pien4
中華台北,zung1 fa2 toi2 bet5
供不應求,giung1 but5 yin4 kiu2
聖公會,sin4 gung1 fui4
再説,zai4 sot5
長和系,cong2 fo2 hi4
漫長,man4 cong2
朝聖,cau2 sin4
晚間,man1 gan1
中西區,zung1 si1 ki1
中游,zung1 yiu2
冰毒,ben1 tuk6
中介,zung1 gai4
平淡,pin2 tam4
吸食,kip5 sit6
傷重,song1 cung1
車頂,ca1 dang3
應戰,yin4 zien4
鮮明,sien1 min2
打滾,da3 gun3
喪屍,song4 si1
壓倒,ap5 dau3
驚覺,gin1 gok5
直通車,cit6 tung1 ca1
應徵,yin4 zin1
素食,su4 sit6
應訊,yin4 sin4
將近,ziong1 kiun4
正能量,zin4 len2 liong4
感應,gam3 yin4
大仔,tai4 zai3
夜間,ya3 gan1
拳打腳踢,kien2 da3 giok5 tiak5
保命,bau3 miang4
中國文化,zung1 get5 vun2 fa4
單打,dan1 da3
重任,cung4 ngim4
盛載,sin2 zoi4
重修舊好,cung2 siu1 kiu4 hau3
運載,yun4 zoi4
水質,sui3 zit5
生日會,sang1 ngit5 fui4
贈興,zen4 hin4
説服力,soi4 fuk6 lit6
轉載,zon3 zoi4
感應器,gam3 yin4 hi4
有名,yiu1 miang2
吿吹,gau4 cui1
行賄,hang2 fui4
國度,get5 tu4
過山車,go4 san1 ca1
打邊爐,da3 bien1 lu2
流量,liu2 liong4
宿命,siuk5 min4
助長,co4 zong3
便服,pien4 fuk6
上級,song4 kip5
驚慌,gin1 fong1
經濟體,gin1 zi4 ti3
哪些,lai4 sia1
長春,cong2 cun1
敗仗,pai4 zong4
重播,cung2 bo4
宴會,yen4 fui4
鮮艷,sien1 yam4
應酬,yin4 ciu2
屬意,suk6 yi4
要人,yau4 ngin2
少林,sau4 lim2
入會,ngip6 fui4
打底,da3 dai3
兩老,liong1 lau3
難以置信,lan2 yi1 zi4 sin4
分擔,fun1 dam1
禁制,gim4 zi4
行騙,hang2 pien4
好鬼,hau3 gui3
強權,kiong2 kien2
稱之為,cin1 zu1 vui2
斷裂,ton1 liet6
惡行,ok5 hang2
應市,yin4 si4
名言,min2 ngien2
假貨,ga3 fo4
觀戰,gon1 zien4
正路,zin4 lu4
凝聚,ngien2 ci4
強攻,kiong2 gung1
相提並論,siong1 ti2 bin4 lun4
繁忙時間,fan2 mong2 si2 gan4
深刻,cim1 ket5
百分比,bak5 fun4 bi3
強度,kiong2 tu4
轉乘,zon3 sin2
吊車,diau4 ca1
中獎,zung4 ziong3
安樂,on1 lok6
撈底,liu2 dai3
分解,fun1 gai3
驚醒,gin1 siang3
纜車,lam4 ca1
説謊,sot5 fong3
對應,dui4 yin4
奉行,fung4 hang2
長途電話,cong2 tu2 tien4 va4
核對,het6 dui4
接聽,ziap5 tang4
記事簿,gi4 su4 pu1
打救,da3 giu4
例行,li4 hang2
車資,ca1 zu1
名古屋,min2 gu3 vuk5
畫廊,fa4 long2
火車頭,fo3 ca1 tiu2
福士,fuk5 si3
勝地,sin4 ti4
平面,pin2 mien4
復興,fuk6 hin1
人名,ngin2 miang2
使出,su3 cut5
雷射,lui2 sa4
盛行,sang4 hang2
乾脆,gon1 cioi4
取名,ci3 min2
戒毒,gai4 tuk6
處決,cu3 giet5
劃分,vak6 fun1
長出,zong3 cut5
遇難,ngi4 lan4
命中,min4 zung4
為食,vui4 sit6
幾經,gi3 gin1
行善,hang2 sien4
學士,hok6 su4
要員,yau4 yen2
降級,gong4 kip5
違背,vui2 boi4
泡菜,pau4 coi4
成衣,sin2 yi1
長假,cong2 ga4
知識產權,zi4 sit5 san3 kien2
莫名其妙,mok6 min2 ki2 miau4
和味,fo2 mui4
降臨,gong4 lim2
觀眾席,gon1 zung4 cit6
列強,liet6 kiong2
道別,tau4 piet6
濕度,sip5 tu4
折斷,ziet5 ton1
人命,ngin2 miang4
重頭戲,cung1 tiu2 hi4
排毒,pai2 tuk6
疏導,so1 tau3
鑽研,zon4 ngan2
行路,hang2 lu4
擠塞,zi4 set5
記憶卡,gi4 yit5 kat6
參照,cam1 zau4
應聲,yin4 sang1
破解,po4 gai3
中港台,zung1 gong3 toi2
轉彎,zon4 van1
校巴,gau4 ba1
抽中,ciu1 zung4
車胎,ca1 toi1
好些,hau3 sia1
分流,fun1 liu2
即興,zit5 hin4
重判,cung1 pan4
英中,yin1 zung1
決勝,giet5 sin4
諒解,liong4 gai3
撞正,cong4 zang4
番禺,pan1 ngi2
平板電腦,pin2 ban3 tien4 lau3
訴説,su4 sot5
頂尖,din3 ziam1
爭冠,zang1 gon4
放行,fong4 hang2
供水,giung1 sui3
應承,yin1 sin2
即食,zit5 sit6
上半,song4 ban4
插畫,cap5 fa4
花車,fa1 ca1
壯觀,zong4 gon1
近視,kiun4 si4
上湯,song4 tong1
解碼,gai3 ma1
將領,ziong4 liang1
暴政,pau4 zin4
平方公里,pin2 fong1 gung1 li1
打倒,da3 dau3
失調,sit5 tiau2
雪上加霜,siet5 song4 ga1 song1
朝鮮,cau2 sien1
守行為,siu3 hang2 vui2
順理成章,sun4 li1 sin2 zong1
轉發,zon3 fat5
分紅,fun1 fung2
中和,zung1 fo2
平常心,pin2 song2 sim1
攻打,gung1 da3
看更,kon4 gang1
覓食,met5 sit6
罪惡,cui4 ok5
戰將,zien4 ziong4
麻省,ma2 sen3
赴會,fu4 fui4
差人,cai1 ngin2
緊要,gin3 yau4
好吃,hau3 ket5
瓦解,nga3 gai3
斷正,ton1 zang4
便衣,pien4 yi1
炒車,cau3 ca1
和風,fo2 fung1
中上,zung1 song4
打手,da3 siu3
解凍,gai3 dung4
傳人,con2 ngin2
中等,zung1 den3
嶺南大學,liang3 lam2 tai4 hok6
散工,san3 gung1
簡易,gan3 yi4
當面,dong1 mien4
家暴,ga1 pau4
長官,zong3 gon1
傳達,con2 tat6
見解,gien4 gai3
分發,fun1 fat5
分部,fun1 pu4
聯名,lien2 miang2
盛裝,sang4 zong1
何解,ho2 gai3
政要,zin4 yau4
或多或少,fet6 do1 fet6 sau3
娛樂版,ngu2 lok6 ban3
霸道,ba4 tau4
車票,ca1 piau4
茄子,kio2 zu3
調理,tiau2 li1
近代,kiun4 toi4
噴射機,pun4 sa4 gi1
扑頭,pok5 tiu2
突然間,tut6 yen2 gan1
處置,cu3 zi4
斯里蘭卡,su1 li1 lan2 ka1
興旺,hin1 vong4
消防車,siau1 fong2 ca1
四散,si4 san4
的士高,dit5 su4 gau1
分期,fun1 ki2
囚禁,ciu2 gim4
正門,zin4 mun2
經由,gin1 yiu2
供奉,giung1 fung4
核突,fut6 tut6
只需要,zit5 si1 yau4
長久,cong2 giu3
傳票,con2 piau4
尺度,cak5 tu4
淡定,tam4 tin4
背脊,boi4 zit5
隆重,lung2 cung4
果斷,go3 ton4
線上,sien4 song4
相見,siong1 gien4
會籍,fui4 cit6
齊集,ce2 sip6
相聚,siong1 ci4
愛好,oi4 hau4
真假,zin1 ga3
三合會,sam1 hap6 fui4
齊心,ce2 sim1
旺盛,vong4 sang4
土生土長,tu3 sang1 tu3 zong3
餅乾,biang3 gon1
冠絕,gon4 ciet6
好容易,hau3 yung2 yi4
處男,cu3 lam2
驚恐,gin1 kiung3
樂團,ngok6 ton2
遵從,zun1 cung2
慘重,cam3 cung4
有行,yiu1 hong2
轉而,zon4 yi2
打仗,da3 zong4
較量,gau4 liong4
收聽,siu1 tang4
名作,min2 zok5
大將,tai4 ziong4
箇中,go4 zung1
嶺大,liang1 tai4
鮮奶,sien1 lai1
呼應,fu1 yin4
供養,giung1 yong1
適中,sit5 zung1
跟車,gen1 ca1
勝任,sin1 ngim4
格調,gak5 tiau4
亞運會,a1 yun4 fui4
要點,yau4 diam3
蠶食,cam2 sit6
傳記,con4 gi4
專車,zon1 ca1
強心針,kiong2 sim1 zim1
同好,tung2 hau4
隨行,cui2 hang2
安士,on1 si3
傳授,con2 siu3
散落,san4 lok6
為數,vui2 su4
嚴正,ngiam2 zin4
上游,song4 yiu2
時差,si2 ca1
樂天,lok6 tien1
不行,but5 hang2
外相,ngoi4 siong4
警吿信,gin3 gau4 sin4
買少見少,mai1 sau3 gien4 sau3
被逼,pi4 bit5
不覺,but5 gok5
背負,boi4 fu4
一分子,yit5 fun4 zu3
熟食,suk6 sit6
喇沙,la2 sa1
腰間,yau1 gan1
坐車,co1 ca1
今朝,gim1 zau1
專長,zon1 cong2
服從,fuk6 cung2
厚度,hiu4 tu4
物種,vut6 zung3
罹難,li2 lan4
暴躁,pau4 cau4
頂多,din3 do1
解剖,gai3 piu3
少婦,sau4 fu4
好清,hau3 cin1
轉職,zon4 zit5
分頭,fun1 tiu2
毒藥,tuk6 yok6
校監,gau4 gam1
微調,mi2 tiau2
陰道,yim1 tau4
脊椎,zit5 zui1
捱打,ngai2 da3
食堂,sit6 tong2
打印,da3 yin4
種票,zung4 piau4
外傳,ngoi4 con2
何處,ho2 cu4
廢話,fui4 va4
男伴,lam2 pan4
榜上有名,bong3 song4 yiu1 min2
接二連三,ziap5 ngi4 lien2 sam1
驚歎,gin1 tan4
全中,cien2 zung4
幾耐,gi3 lai4
好幾,hau3 gi3
手推車,siu3 tui1 ca1
打爛,da3 lan4
難做,lan2 zo4
解圍,gai3 vui2
直覺,cit6 gok5
工種,gung1 zung3
村長,cun1 zong3
中介人,zung1 gai4 ngin2
施暴,si1 pau4
暴行,pau4 hang2
聽從,tang4 cung2
玩笑,ngan2 siau4
追打,zui1 da3
副院長,fu4 yen4 zong3
平和,pin2 fo2
當做,dong4 zo4
慘淡,cam3 tam4
月經,ngiet6 gin1
硬仗,ngang4 zong4
名聲,min2 sang1
盛產,sang4 san3
盛惠,sang4 fui4
泥頭車,lai2 tiu2 ca1
多不勝數,do1 but5 sin1 su4
區分,ki1 fun1
忠吿,zung1 guk5
致勝,zi4 sin4
分心,fun1 sim1
強人,kiong2 ngin2
滿載,man1 zoi4
航行,hong2 hang2
照射,zau4 sa4
遠處,yen3 cu4
取經,ci3 gin1
年少,ngien2 sau4
大打出手,tai4 da3 cut5 siu3
瓜分,ga1 fun1
斷纜,ton1 lam4
倒車,dau4 ca1
坐牢,co4 lau2
重金屬,cung1 gim1 suk6
助興,co4 hin4
關卡,gan1 ka1
調停,tiau2 tin2
妥當,to3 dong4
為時,vui2 si2
應考,yin4 kau3
內幕交易,lui4 mok5 gau1 yit6
地質,ti4 zit5
假象,ga3 siong4
打的,da3 dit5
平權,pin2 kien2
署名,su4 miang2
展覽會,zien3 lam4 fui4
八達通卡,bat5 tat6 tung1 kat6
后冠,hiu4 gon1
散文,san3 vun2
博覽會,bok5 lam4 fui4
難保,lan2 bau3
路經,lu4 gin1
節食,ziet5 sit6
自強,cu4 kiong2
化為,fa4 vui2
些少,sia1 sau3
長方形,cong2 fong1 hin2
為意,vui2 yi4
食慾,sit6 yuk6
分支,fun1 zi1
減省,gam3 sen3
印象中,yin4 siong4 zung1
花名,fa1 miang2
切斷,ciet6 ton1
搭車,dap5 ca1
中南海,zung1 lam2 hoi3
精神分裂,zin1 sin2 fun1 liet6
當造,dong1 cau4
黑仔,het5 zai3
辯解,pien4 gai3
坐正,co1 zang4
轉捩點,zon3 liet6 diam3
惡作劇,ok5 zok5 kiak6
分站,fun1 zam4
應當,yin1 dong1
一中一台,yit5 zung1 yit5 toi2
打火機,da3 fo3 gi1
島嶼,dau3 si4
好食,hau3 sit6
成敗,sin2 pai4
復刻,fuk6 ket5
薄荷,pok6 ho2
排行,pai2 hang2
近似,kiun4 su4
醒覺,siang3 gok5
吿票,gau4 piau4
單調,dan1 tiau4
幻覺,fam4 gok5
分工,fun1 gung1
風度,fung1 tu4
凝固,ngien2 gu4
撈飯,lau1 fan4
假冒,ga3 mau4
有為,yiu1 vui2
打靶,da3 ba3
不平,but5 pin2
海參,hoi3 sem1
斷背,ton4 boi4
好波,hau3 bo1
議長,ngi4 zong3
聽覺,tin4 gok5
用量,yung4 liong4
息息相關,sit5 sit5 siong1 gan1
身體力行,sin1 ti3 lit6 hang2
磨練,mo2 lien4
斷言,ton4 ngien2
中看,zung1 kon4
分公司,fun1 gung1 su1
圖畫,tu2 fa4
分段,fun1 ton4
轉嫁,zon3 ga4
舉重,gi3 cung1
公映,gung1 yang3
上頭,song4 tiu2
便衣警,pien4 yi1 gin3
打卡,da3 kat6
轉眼,zon3 ngan3
度蜜月,tu4 mit6 ngiet6
契仔,ke4 zai3
調任,tiau4 ngim4
解體,gai3 ti3
正經,zin4 gin1
舉足輕重,gi3 zuk5 kiang1 cung1
調派,tiau4 pai4
美觀,mui1 gon1
報仇,bau4 siu2
柔和,yiu2 fo2
捧着,bung3 cok6
中伏,zung4 fuk6
重逢,cung2 fung2
有交易,yiu1 gau1 yit6
孖生,ma1 sang1
鬥士,diu4 su4
成語,sin2 ngi1
卡數,kat6 su4
海難,hoi3 lan4
頓成,dun4 sin2
攻讀,gung1 tuk6
淡季,tam4 gui4
名次,min2 cu4
必勝,bit5 sin4
畫質,fa4 zit5
樂富,lok6 fu4
着迷,cok6 mi2
生平,sang1 pin2
修長,siu1 cong2
轉工,zon4 gung1
暴亂,pau4 lon4
正名,zin4 min2
綜觀,zung4 gon1
搏命,bok5 miang4
驚魂,gin1 fun2
上報,song4 bau4
相伴,siong1 pan4
