char,pron
爭勝,zäng1 säng1
人間,yäng4 gæng1
分分鐘,fäng1 fäng1 zung1
代為,döi6 wäi4
下一個,ha6 yäk2 go1
轉交,züng2 gau1
大嶼山,dai6 yü4 sæng1
好少,häu2 siu2
行街,hæng4 gai1
好易,häu2 yi6
塞車,säk2 ce1
否定,fäu2 däng6
核武,häk6 mu1
間諜,gæng1 dip6
年長,ning4 zöng2
變種,bing1 zung2
靠近,kau1 gäng6
環境衞生,wæng4 gäng2 wäi6 säng1
爭吵,zäng1 cau2
絕食,zük6 säk6
肉質,yuk6 zäk2
體會,täi2 wui6
好心,häu2 säm1
防暴,fong4 bäu6
深度,säm1 du6
屬實,suk6 säk6
上山,söng1 sæng1
分銷,fäng1 siu1
打和,da2 wo4
從小,cung4 siu2
分隔,fäng1 gæk2
夜總會,ye6 zung2 wui6
和牛,wo4 ngäu4
逼和,bäk2 wo4
衍生工具,hing2 säng1 gung1 gü6
衡量,häng4 löng6
差點,ca1 dim2
上去,söng1 hü1
抗生素,kong1 säng1 su1
惡搞,ok2 gau2
大道,dai6 däu6
管道,gwung2 däu6
喪失,song1 säk2
數學,su1 hok6
遺傳,wäi4 cüng4
堅強,ging1 köng4
好運,häu2 wäng6
誤解,ng6 gai2
行內,hong4 nöi6
巴士站,ba1 si2 zam6
被譽為,bi6 yü6 wäi4
瞬間,säng1 gæng1
成年,säng4 ning4
平常,päng4 söng4
長城,cöng4 säng4
首長,säu2 zöng2
太平,tai1 päng4
緩和,wung6 wo4
傳遞,cüng4 däi6
小量,siu2 löng6
可行,ho2 häng4
誤以為,ng6 yi1 wäi4
中位數,zung1 wäi6 su1
處女座,cü1 nü1 co1
俱樂部,kü1 lok6 bu6
反省,fæng2 säng2
調升,diu6 säng1
轉讓,züng2 yöng6
重用,zung6 yung6
好手,häu2 säu2
上天,söng6 ting1
衍生,hing2 säng1
解畫,gai2 wa6
氣質,hi1 zäk2
悉數,säk2 su1
醒目,säng2 muk6
電動車,ding6 dung6 ce1
會晤,wui6 ng6
着手,zök6 säu2
數以,su1 yi1
糧食,löng4 säk6
堵塞,du2 säk2
温哥華,wäng1 go1 wa4
新生,säng1 säng1
轉換,züng2 wung6
聽説,täng1 sük2
玩意,wung6 yi1
社會福利,se1 wui6 fuk2 li6
相近,söng1 gäng6
賽道,cöi1 däu6
種族,zung2 zuk6
難題,næng4 täi4
視覺,si6 gok2
領養,läng1 yöng1
分佈,fäng1 bu1
更衣室,gäng1 yi1 säk2
順道,säng6 däu6
解散,gai2 sæng1
片場,ping2 cöng4
應否,yäng1 fäu2
聖經,säng1 gäng1
實屬,säk6 suk6
再生,zöi1 säng1
傳中,cüng4 zung1
扮靚,bæng6 leng1
南下,nam4 ha6
戰車,zing1 ce1
出沒,cäk2 muk6
生育,säng1 yuk6
重生,cung4 säng1
倒戈,däu2 gwo1
為首,wäi4 säu2
判處,pung1 cü1
改造,gwui2 zäu6
積分,zäk2 fäng1
坐擁,zo6 yung2
將要,zöng1 yiu1
撻着,dæk2 zök6
可樂,ho2 lok6
傳説,cüng4 sük2
惡意,ok2 yi1
陌生人,mäk6 säng1 yäng4
美好,mi1 häu2
名下,mäng4 ha6
一年一度,yäk2 ning4 yäk2 du6
浸會大學,zäm1 wui6 dai6 hok6
散發,sæng1 fæk2
傳言,cüng4 ying4
在行,zöi6 hong4
轉機,züng2 gi1
一會,yäk2 wui6
加重,ga1 cung1
酒會,zäu2 wui6
重重,cung4 cung4
中斷,zung1 tüng1
休假,yäu1 ga1
開玩笑,fui1 wæng4 siu1
開玩笑,fui1 wung6 siu1
野生,ye1 säng1
剩餘,säng6 yü4
做乜,zu6 mäk2
少有,siu2 yäu1
倒卧,däu2 ngo6
校服,hau6 fuk6
放生,fong1 sæng1
處女,cü1 nü1
肥仔,fi4 zäi2
社會主義,se1 wui6 zü2 yi6
畫作,wa6 zok2
缺少,kük2 siu2
倒不如,däu2 bäk2 yü4
分娩,fäng1 ming1
説服,söi1 fuk6
親屬,cäng1 suk6
煞車,sæk2 ce1
被動,bi6 dung6
花生,fa1 säng1
下游,ha6 yäu4
商量,söng1 löng4
仇恨,säu4 häng6
請假,cäng2 ga1
賽馬會,cöi1 ma1 wui6
行經,hæng4 gäng1
執着,zäp2 zök6
沒收,muk6 säu1
打針,da2 zäm1
阻塞,zo2 säk2
生粉,sæng1 fäng2
遊玩,yäu4 wung6
有着,yäu1 zök6
貨櫃車,fo1 gwäi6 ce1
樂意,lok6 yi1
為重,wäi4 zung6
生計,säng1 gäi1
定下,däng6 ha6
收成,säu1 säng4
吿一段落,gäu1 yäk2 düng6 lok6
薯仔,sü4 zäi2
荷爾蒙,ho6 yi1 mung4
打架,da2 ga1
牛仔,ngäu4 zäi2
專為,züng1 wäi4
傳染,cüng4 yim1
折磨,zik2 mo4
好人,häu2 yäng4
投降,täu4 hong4
貴為,gwäi1 wäi4
運動會,wäng6 dung6 wui6
哪個,na1 go1
成因,säng4 yäng1
大家樂,dai6 ga1 lok6
衞生局,wäi6 sæng1 guk6
着火,zök6 fo2
錯失,co1 säk2
上圍,söng6 wäi4
雖説,söi1 sük2
差餉,cai1 höng2
喜好,hi2 häu1
少量,siu2 löng6
外間,wui6 gæng1
上訴庭,söng6 su1 täng4
參展,cam1 zing2
爭論,zäng1 läng6
淡靜,dam6 zäng6
瘋傳,fung1 cüng4
轉行,züng1 hong4
留學生,läu4 hok6 sæng1
暴徒,bäu6 tu4
青島,cäng1 däu2
兩旁,löng1 pong4
質量,zäk2 löng6
認錯,yäng6 co1
哪裏,na1 li1
士的,si6 däk2
射擊,se6 gäk2
下場,ha6 cöng4
利淡,li6 dam6
解約,gai2 yök2
好戲,häu2 hi1
世界上,säi1 gai1 söng6
小生,siu2 säng1
放蛇,fong1 se4
分化,fäng1 fa1
為生,wäi4 säng1
重啟,cung4 käi2
玩耍,wæng4 sa2
長跑,cöng4 pau2
碰上,pung1 söng1
上榜,söng1 bong2
長途,cöng4 tu4
觸覺,zuk2 gok2
吿示,gäu1 si6
猛片,mæng1 ping2
平安夜,päng4 wung1 ye6
潛質,cim4 zäk2
平壤,päng4 yöng6
宣吿,süng1 gäu1
行情,hong4 cäng4
重整,cung4 zäng2
熱量,ngik6 löng6
從業員,cung4 yip6 yüng4
核實,häk6 säk6
升讀,säng1 duk6
奢華,ce1 wa4
會合,wui6 häp6
頭暈,täu4 wäng4
使用者,si2 yung6 ze2
滿分,mung1 fäng1
踩單車,cai2 dæng1 ce1
沒法,muk6 fæk2
長輩,zöng2 bui1
華僑,wa4 kiu4
轉頭,züng1 täu4
輾轉,zing2 züng2
打鬥,da2 däu1
好感,häu2 gäm2
不分,bäk2 fäng1
邊度,bing1 du6
關上,gwæng1 söng1
種族歧視,zung2 zuk6 ki4 si6
性行為,säng1 häng4 wäi4
一面倒,yäk2 ming6 däu2
分辨,fäng1 bing6
結伴,gik2 bung6
記載,gi1 zöi1
強力,köng4 läk6
染上,yim1 söng1
食譜,säk6 pu2
要面,yiu1 ming6
粗暴,cu1 bäu6
下落,ha6 lok6
社長,se1 zöng2
使費,säi2 fäi1
坐監,co1 gam1
票數,piu1 su1
簽名會,cim1 mäng4 wui6
假扮,ga2 bæng6
好在,häu2 zöi6
賽會,cöi1 wui6
屋頂,uk2 deng2
調配,diu6 pui1
剩下,säng6 ha6
警覺,gäng2 gok2
士多,si6 do1
分居,fäng1 gü1
言行,ying4 häng4
打波,da2 bo1
濃度,nung4 du6
水上,söi2 söng6
病假,beng6 ga1
和服,wo4 fuk6
傳單,cüng4 dæng1
此刻,ci2 häk2
散播,sæng1 bo1
領導層,läng1 däu6 cäng4
畫畫,wæk6 wa6
有種,yäu1 zung2
沮喪,zü2 song1
州長,zäu1 zöng2
救生員,gäu1 säng1 yüng4
人仔,yäng4 zäi2
後生仔,häu6 sæng1 zäi2
散貨,sæng2 fo1
卡路里,ka1 lu6 li1
飲食業,yäm2 säk6 yip6
追平,zöi1 päng4
女伴,nü1 bung6
船長,süng4 zöng2
分泌,fäng1 bi1
喱士,li1 si2
薯片,sü4 ping2
刺身,ci1 säng1
參戰,cam1 zing1
知識分子,zi1 säk2 fäng6 zi2
糞便,fäng1 bing6
上個月,söng6 go1 ngük6
車費,ce1 fäi1
推倒,töi1 däu2
車房,ce1 fong4
招數,ziu1 su1
度假村,du6 ga1 cüng1
吃力,hek2 läk6
可卡因,ho2 ka1 yäng1
色調,säk2 diu6
評核,päng4 häk6
下個月,ha6 go1 ngük6
喪生,song1 säng1
屬下,suk6 ha6
國際學校,gwok2 zäi1 hok6 hau6
青山公路,cäng1 sæng1 gung1 lu6
生產線,säng1 cæng2 sing1
持平,ci4 päng4
處罰,cü1 fæk6
音樂劇,yäm1 ngok6 kek6
陶瓷,täu4 ci4
車速,ce1 cuk2
使館,si1 gwung2
並重,bäng6 zung6
造人,zäu6 yäng4
生氣,säng1 hi1
可口可樂,ho2 häu2 ho2 lok6
推斷,töi1 düng6
沒甚麼,muk6 säm6 mo1
傳訊,cüng4 säng1
垂青,söi4 cäng1
投射,täu4 se6
復仇,fuk6 säu4
青瓜,ceng1 gwa1
放映,fong1 yäng2
齊全,cäi4 cüng4
時下,si4 ha6
計數,gäi1 su1
華南,wa4 nam4
在校,zöi6 hau6
樂器,ngok6 hi1
特質,däk6 zäk2
格仔,gæk2 zäi2
下年,ha6 ning4
上空,söng6 hung1
母校,mu1 hau6
解放,gai2 fong1
中華民國,zung1 wa4 mäng4 gwok2
強項,köng4 hong6
校舍,hau6 se1
小便,siu2 bing6
唔要,m4 yiu1
底下,däi2 ha6
體質,täi2 zäk2
吿終,gäu1 zung1
差別,ca1 bik6
分離,fäng1 li4
長裙,cöng4 kwäng4
為之,wäi4 zi1
到會,däu1 wui6
道出,däu6 cäk2
生蠔,sæng1 häu4
席間,zäk6 gæng1
平復,päng4 fuk6
背面,bui1 ming6
里數,li1 su1
朝早,ziu1 zäu2
輕生,häng1 säng1
背包,bui1 bau1
頂住,däng2 zü6
磨擦,mo4 cæk2
核數師,häk6 su1 si1
整齊,zäng2 cäi4
追上,zöi1 söng1
軌道,gwäi2 däu6
説不定,sük2 bäk2 däng6
上蓋,söng6 gwui1
行蹤,häng4 zung1
冷淡,læng1 dam6
處事,cü1 si6
傳承,cüng4 säng4
無從,mu4 cung4
發難,fæk2 næng6
公眾假期,gung1 zung1 ga1 ki4
喻為,yü6 wäi4
便利,bing6 li6
下面,ha6 ming6
下午茶,ha6 ng1 ca4
清淡,cäng1 dam6
狗仔,gäu2 zäi2
解開,gai2 fui1
還好,wæng4 häu2
王朝,wong4 ciu4
諗起,näm2 hi2
重臨,cung4 läm4
參拜,cam1 bai1
看齊,fung1 cäi4
造訪,cäu1 fong2
飛車,fi1 ce1
撈起,läu1 hi2
生產力,säng1 cæng2 läk6
車子,ce1 zi2
種子,zung2 zi2
間房,gæng1 fong4
才華,cöi4 wa4
嗜好,si3 häu1
重要性,zung6 yiu1 säng1
生活費,säng1 wuk6 fäi1
高質,gäu1 zäk2
省市,sæng2 si1
惋惜,yüng2 säk2
顯示屏,hing2 si6 päng4
反轉,fæng2 züng1
東道主,dung1 däu6 zü2
邪惡,ce4 ok2
轉播,züng2 bo1
分明,fäng1 mäng4
樂迷,ngok6 mäi4
紅十字會,hung4 säp6 zi6 wui6
新近,säng1 gäng6
行徑,häng4 gäng1
本質,bung2 zäk2
捲土重來,güng2 tu2 cung4 löi4
中間人,zung1 gæng1 yäng4
人道,yäng4 däu6
港產片,gong2 cæng2 ping2
盛讚,säng6 zæng1
重量級,cung1 löng6 käp2
大中華,dai6 zung1 wa4
四驅車,si1 kü1 ce1
大片,dai6 ping2
上層,söng6 cäng4
驅散,kü1 sæng1
頭頂,täu4 deng2
重型,cung1 yäng4
調解,tiu4 gai2
長度,cöng4 du6
上岸,söng1 wung6
核電,häk6 ding6
隸屬,däi6 suk6
吿急,gäu1 gäp2
上手,söng1 säu2
醒神,säng2 säng4
乾燥,gung1 cäu1
度高,dok6 gäu1
腎臟,säng6 zong6
負荷,fu6 ho6
拚命,päng1 mäng6
空降,hung1 gong1
好看,häu2 fung1
合成,häp6 säng4
打敗,da2 bai6
空調,hung1 tiu4
行兇,häng4 hung1
換領,wung6 läng1
升降,säng1 gong1
華語,wa4 yü1
難關,næng4 gwæng1
密度,mäk6 du6
純屬,säng4 suk6
座談會,co1 tam4 wui6
油畫,yäu4 wa6
假髮,ga2 fæk2
打動,da2 dung6
武士,mu1 si6
平凡,päng4 fæng4
社會科學,se1 wui6 fo1 hok6
疑為,yi4 wäi4
領土,läng1 tu2
喪命,song1 mäng6
分校,fäng1 hau6
長褲,cöng4 fu1
切片,cik2 ping2
湊仔,cäu1 zäi2
毒素,duk6 su1
解封,gai2 fung1
不下,bäk2 ha6
長沙,cöng4 sa1
豐盛,fung1 säng6
宣讀,süng1 duk6
大熊貓,dai6 hung4 mau1
同伴,tung4 bung6
上庭,söng1 täng4
哽咽,gäng2 ying1
大會堂,dai6 wui6 tong4
芭蕾舞,ba1 löi4 mu1
下班,ha6 bæng1
分派,fäng1 pai1
追數,zöi1 su1
長短,cöng4 düng2
人造,yäng4 zäu6
青山,cäng1 sæng1
衝刺,cung1 ci1
與會,yü1 wui6
解答,gai2 dap2
摘要,zæk6 yiu1
副學士,fu1 hok6 si6
打頭陣,da2 täu4 zäng6
難受,næng4 säu6
長年,cöng4 ning4
要不,yiu1 bäk2
淡出,dam6 cäk2
前度,cing4 du6
賣廣吿,mai6 gwong2 gäu1
頂替,däng2 täi1
只差,zi2 ca1
片酬,ping2 cäu4
馬仔,ma1 zäi2
靜坐,zäng6 zo6
管理處,gwung2 li1 cü1
國內生產,gwok2 nöi6 säng1 cæng2
長壽,cöng4 säu6
全長,cüng4 cöng4
打官司,da2 gwung1 si1
紳士,säng1 si2
成績表,säng4 zäk2 biu2
一時間,yäk2 si4 gæng1
少不了,siu2 bäk2 liu1
更正,gäng1 zäng1
成數,säng4 su1
貪靚,tam1 leng1
着想,zök6 söng2
荷包,ho4 bau1
好味,häu2 mi6
小吃,siu2 hek2
虐打,yök6 da2
旋轉,süng4 züng2
載客,zöi1 hæk2
開咪,fui1 mäi1
腸道,cöng4 däu6
季經,gwäi1 gäng1
上堂,söng1 tong4
解説,gai2 sük2
參差,cam1 ci1
親近,cäng1 gäng6
打通,da2 tung1
玩味,wung6 mi6
惡鬥,ok2 däu1
大和,dai6 wo4
下限,ha6 hæng6
厭惡,yim1 wu1
聽證會,täng1 zäng1 wui6
解禁,gai2 gäm1
生理,säng1 li1
健力士,ging6 läk6 si6
萬分,mæng6 fäng1
食物中毒,säk6 mäk6 zung1 duk6
塑造,su1 zäu6
喚醒,wung6 säng2
膳食,sing6 säk6
比數,bi2 su1
行人天橋,häng4 yäng4 ting1 kiu4
大便,dai6 bing6
中華台北,zung1 wa4 töi4 bäk2
手下,säu2 ha6
聖公會,säng1 gung1 wui6
再説,zöi1 sük2
長和系,cöng4 wo4 häi6
漫長,mæng6 cöng4
朝聖,ciu4 säng1
晚間,mæng1 gæng1
上畫,söng1 wa6
盛世,säng6 säi1
下雨,ha6 yü1
冰毒,bäng1 duk6
刺繡,ci1 säu1
平淡,päng4 dam6
吸食,käp2 säk6
傷重,söng1 cung1
車頂,ce1 deng2
上會,söng1 wui6
親生,cäng1 sæng1
打滾,da2 gwäng2
喪屍,song1 si1
壓倒,æk2 däu2
驚覺,gäng1 gok2
直通車,zäk6 tung1 ce1
素食,su1 säk6
將近,zöng1 gäng6
正能量,zäng1 näng4 löng6
趕上,gwung2 söng1
大仔,dai6 zäi2
夜間,ye6 gæng1
拳打腳踢,küng4 da2 gök2 tek2
單打,dæng1 da2
重任,zung6 yäm6
盛載,säng4 zöi1
紛爭,fäng1 zäng1
重修舊好,cung4 säu1 gäu6 häu2
運載,wäng6 zöi1
水質,söi2 zäk2
生日會,sæng1 yäk6 wui6
説服力,söi1 fuk6 läk6
下身,ha6 säng1
轉載,züng2 zöi1
吿吹,gäu1 cöi1
下晝,ha6 zäu1
行賄,häng4 kwui2
國度,gwok2 du6
乘勢,säng4 säi1
翻生,fæng1 sæng1
過山車,gwo1 sæng1 ce1
打邊爐,da2 bing1 lu4
流量,läu4 löng6
助長,zo6 zöng2
便服,bing6 fuk6
空難,hung1 næng6
上級,söng6 käp2
經濟體,gäng1 zäi1 täi2
哪些,na1 se1
長春,cöng4 cäng1
敗仗,bai6 zöng1
重播,cung4 bo1
宴會,ying1 wui6
屬意,suk6 yi1
要人,yiu1 yäng4
爭氣,zæng1 hi1
少林,siu1 läm4
入會,yäp6 wui6
就咁,zäu6 gäm1
打底,da2 däi2
兩老,löng1 läu1
難以置信,næng4 yi1 zi1 säng1
上班族,söng1 bæng1 zuk6
分擔,fäng1 dam1
行騙,häng4 ping1
好鬼,häu2 gwäi2
強權,köng4 küng4
稱之為,cäng1 zi1 wäi4
斷裂,tüng1 lik6
惡行,ok2 häng6
假貨,ga2 fo1
凝聚,yäng4 zü6
上癮,söng1 yäng1
強攻,köng4 gung1
繁忙時間,fæng4 mong4 si4 gæng1
下廚,ha6 cü4
深刻,säm1 häk2
百分比,bæk2 fäng6 bi2
強度,köng4 du6
轉乘,züng2 säng4
吊車,diu1 ce1
安樂,wung1 lok6
下手,ha6 säu2
撈底,läu4 däi2
分解,fäng1 gai2
驚醒,gäng1 säng2
纜車,lam6 ce1
説謊,sük2 fong1
劑量,zäi1 löng6
奉行,fung6 häng4
再造,zöi1 zäu6
長途電話,cöng4 tu4 ding6 wa6
核對,häk6 döi1
記事簿,gi1 si6 bu2
打救,da2 gäu1
例行,läi6 häng4
車資,ce1 zi1
畫廊,wa6 long4
火車頭,fo2 ce1 täu4
福士,fuk2 si2
平面,päng4 ming6
試行,si1 häng4
使出,säi2 cäk2
上路,söng1 lu6
雷射,löi4 se6
養生,yöng1 säng1
盛行,säng6 häng4
乾脆,gung1 cöi1
基數,gi1 su1
稱得上,cäng1 däk2 söng1
戒毒,gai1 duk6
處決,cü1 kük2
劃分,wæk6 fäng1
長出,zöng2 cäk2
遇難,yü6 næng6
世道,säi1 däu6
為食,wäi6 säk6
幾經,gi2 gäng1
行善,häng4 sing6
上客,söng1 hæk2
在生,zöi6 sæng1
學士,hok6 si6
要員,yiu1 yüng4
解像度,gai2 zöng6 du6
降級,gong1 käp2
違背,wäi4 bui1
泡菜,pau1 cöi1
成衣,säng4 yi1
長假,cöng4 ga1
知識產權,zi1 säk2 cæng2 küng4
轉動,züng1 dung6
和味,wo4 mi6
降臨,gong1 läm4
列強,lik6 köng4
道別,däu6 bik6
濕度,säp2 du6
折斷,zik2 tüng1
重頭戲,cung1 täu4 hi1
排毒,pai4 duk6
行路,hæng4 lu6
擠塞,zäi1 säk2
生抽,sæng1 cäu1
記憶卡,gi1 yäk2 kæk2
參照,cam1 ziu1
換句話説,wung6 gü1 wa6 sük2
破解,po1 gai2
轉彎,züng1 wæng1
校巴,hau6 ba1
車胎,ce1 töi1
好些,häu2 se1
分流,fäng1 läu4
重判,cung1 pung1
諒解,löng6 gai2
下注,ha6 zü1
倍數,pui1 su1
番禺,pung1 yü4
平板電腦,päng4 bæng2 ding6 näu1
訴説,su1 sük2
頂尖,däng2 zim1
爭冠,zäng1 gwung1
放行,fong1 häng4
下層,ha6 cäng4
下榻,ha6 tap2
即食,zik2 säk6
慶生,häng1 sæng1
上半,söng6 bung1
插畫,cap2 wa6
花車,fa1 ce1
近視,gäng6 si6
上湯,söng6 tong1
相比之下,söng1 bi2 zi1 ha6
解碼,gai2 ma1
上京,söng1 gäng1
將領,zöng1 läng1
暴政,bäu6 zäng1
平方公里,päng4 fong1 gung1 li1
打倒,da2 däu2
失調,säk2 tiu4
雪上加霜,sük2 söng6 ga1 söng1
朝鮮,ciu4 sing1
守行為,säu2 häng4 wäi4
順理成章,säng6 li1 säng4 zöng1
轉發,züng2 fæk2
分紅,fäng1 hung4
中和,zung1 wo4
平常心,päng4 söng4 säm1
攻打,gung1 da2
看更,fung1 gæng1
覓食,mäk6 säk6
罪惡,zöi6 ok2
麻省,ma4 sæng2
赴會,fu6 wui6
差人,cai1 yäng4
緊要,gäng2 yiu1
好吃,häu2 hek2
瓦解,nga1 gai2
年青,ning4 cäng1
斷正,tüng1 zäng1
卡片,kæk2 ping2
某程度上,mäu1 cäng4 du6 söng6
便衣,bing6 yi1
炒車,cau2 ce1
和風,wo4 fung1
私生活,si1 säng1 wuk6
中上,zung1 söng6
打手,da2 säu2
解凍,gai2 dung1
傳人,cüng4 yäng4
嶺南大學,läng1 nam4 dai6 hok6
散工,sæng2 gung1
簡易,gæng2 yi6
求生,käu4 säng1
家暴,ga1 bäu6
長官,zöng2 gwung1
傳達,cüng4 dæk6
見解,ging1 gai2
分發,fäng1 fæk2
分部,fäng1 bu6
社會運動,se1 wui6 wäng6 dung6
盛裝,säng6 zong1
何解,ho4 gai2
政要,zäng1 yiu1
下半,ha6 bung1
披上,pi1 söng1
滋生,zi1 säng1
上來,söng1 löi4
彈牙,dæng6 nga4
或多或少,wæk6 do1 wæk6 siu2
娛樂版,yü4 lok6 bæng2
霸道,ba1 däu6
車票,ce1 piu1
茄子,kö4 zi2
調理,tiu4 li1
附上,fu6 söng1
近代,gäng6 döi6
噴射機,päng1 se6 gi1
扑頭,pok2 täu4
舊生,gäu6 säng1
突然間,däk6 ying4 gæng1
公共衞生,gung1 gung6 wäi6 säng1
處置,cü1 zi1
斯里蘭卡,si1 li1 læng4 ka1
消防車,siu1 fong4 ce1
四散,si1 sæng1
的士高,däk2 si6 gäu1
分期,fäng1 ki4
找數,zau2 su1
生病,säng1 beng6
經由,gäng1 yäu4
研究生,ying4 gäu1 säng1
核突,wäk6 däk6
只需要,zi2 sü1 yiu1
長久,cöng4 gäu2
傳票,cüng4 piu1
低下,däi1 ha6
尺度,cek2 du6
淡定,dam6 däng6
背脊,bui1 zek2
二話不説,yi6 wa6 bäk2 sük2
下水,ha6 söi2
隆重,lung4 zung6
白領,bæk6 leng1
果斷,gwo2 düng6
線上,sing1 söng6
會籍,wui6 zäk6
齊集,cäi4 zap6
愛好,wui1 häu1
真假,zäng1 ga2
三合會,sam1 häp6 wui6
齊心,cäi4 säm1
旺盛,wong6 säng6
土生土長,tu2 säng1 tu2 zöng2
餅乾,beng2 gung1
好容易,häu2 yung4 yi6
處男,cü1 nam4
樂團,ngok6 tüng4
遵從,zäng1 cung4
慘重,cam2 zung6
有行,yäu1 hong4
轉而,züng1 yi4
打仗,da2 zöng1
較量,gau1 löng6
嶺大,leng1 dai6
跟車,gäng1 ce1
領事,läng1 si6
格調,gæk2 diu6
亞運會,a1 wäng6 wui6
要點,yiu1 dim2
上馬,söng1 ma1
蠶食,cam4 säk6
傳記,züng6 gi1
專車,züng1 ce1
強心針,köng4 säm1 zäm1
同好,tung4 häu1
活生生,wuk6 sæng1 sæng1
隨行,cöi4 häng4
安士,wung1 si2
傳授,cüng4 säu2
散落,sæng1 lok6
為數,wäi4 su1
上游,söng6 yäu4
時差,si4 ca1
扯上,ce2 söng1
樂天,lok6 ting1
不行,bäk2 häng4
警吿信,gäng2 gäu1 säng1
買少見少,mai1 siu2 ging1 siu2
被逼,bi6 bäk2
不覺,bäk2 gok2
尿片,niu6 ping2
背負,bui1 fu6
一分子,yäk2 fäng6 zi2
生活習慣,säng1 wuk6 zap6 gwæng1
熟食,suk6 säk6
腰間,yiu1 gæng1
上香,söng1 höng1
坐車,co1 ce1
今朝,gäm1 ziu1
專長,züng1 cöng4
服從,fuk6 cung4
厚度,häu1 du6
物種,mäk6 zung2
罹難,li4 næng6
生果金,sæng1 gwo2 gäm1
暴躁,bäu6 cäu1
頂多,däng2 do1
解剖,gai2 fäu2
少婦,siu1 fu1
批核,päi1 häk6
好清,häu2 cäng1
轉職,züng1 zäk2
分頭,fäng1 täu4
毒藥,duk6 yök6
校監,hau6 gam1
微調,mi4 tiu4
陰道,yäm1 däu6
脊椎,zek2 zöi1
捱打,ngai4 da2
食堂,säk6 tong4
打印,da2 yäng1
種票,zung1 piu1
外傳,wui6 cüng4
生還,säng1 wæng4
引領,yäng1 läng1
何處,ho4 cü1
男伴,nam4 bung6
榜上有名,bong2 söng6 yäu1 mäng4
行動不便,häng4 dung6 bäk2 bing6
幾耐,gi2 nöi6
好幾,häu2 gi2
手推車,säu2 töi1 ce1
打爛,da2 læng6
難做,næng4 zu6
解圍,gai2 wäi4
直覺,zäk6 gok2
工種,gung1 zung2
謀生,mäu4 säng1
村長,cüng1 zöng2
施暴,si1 bäu6
暴行,bäu6 häng6
聽從,täng1 cung4
玩笑,wæng4 siu1
追打,zöi1 da2
副院長,fu1 yüng6 zöng2
娛樂性,yü4 lok6 säng1
平和,päng4 wo4
慘淡,cam2 dam6
月經,ngük6 gäng1
硬仗,ngæng6 zöng1
盛產,säng6 cæng2
盛惠,säng6 wäi6
泥頭車,näi4 täu4 ce1
多不勝數,do1 bäk2 säng1 su2
鎖上,so2 söng1
區分,kü1 fäng1
忠吿,zung1 guk2
分心,fäng1 säm1
西片,säi1 ping2
強人,köng4 yäng4
滿載,mung1 zöi1
航行,hong4 häng4
照射,ziu1 se6
遠處,yüng1 cü1
車輪,ce1 läng4
取經,cü2 gäng1
年少,ning4 siu1
大打出手,dai6 da2 cäk2 säu2
瓜分,gwa1 fäng1
斷纜,tüng1 lam6
倒車,däu1 ce1
坐牢,zo6 läu4
重金屬,cung1 gäm1 suk6
魚生,yü4 sæng1
終生,zung1 säng1
核試,häk6 si1
關卡,gwæng1 ka1
生性,sæng1 säng1
調停,tiu4 täng4
為時,wäi4 si4
內幕交易,nöi6 mok6 gau1 yäk6
地質,di6 zäk2
假象,ga2 zöng6
打的,da2 däk2
平權,päng4 küng4
展覽會,zing2 lam1 wui6
八達通卡,bæk2 dæk6 tung1 kæk2
散文,sæng2 mäng4
博覽會,bok2 lam1 wui6
難保,næng4 bäu2
下旬,ha6 cäng4
路經,lu6 gäng1
節食,zik2 säk6
自強,zi6 köng4
化為,fa1 wäi4
些少,se1 siu2
長方形,cöng4 fong1 yäng4
為意,wäi4 yi1
食慾,säk6 yuk6
分支,fäng1 zi1
減省,gam2 sæng2
急轉直下,gäp2 züng2 zäk6 ha6
切斷,cik2 tüng1
搭車,dap2 ce1
精神分裂,zäng1 säng4 fäng1 lik6
當造,dong1 zäu6
黑仔,häk2 zäi2
辯解,bing6 gai2
坐正,co1 zäng1
轉捩點,züng2 lik6 dim2
惡作劇,ok2 zok2 kek6
分站,fäng1 zam6
入數紙,yäp6 su2 zi2
打火機,da2 fo2 gi1
島嶼,däu2 zü6
好食,häu2 säk6
成敗,säng4 bai6
復刻,fuk6 häk2
薄荷,bok6 ho4
畢生,bäk2 säng1
排行,pai4 häng4
近似,gäng6 ci1
醒覺,säng2 gok2
吿票,gäu1 piu1
私底下,si1 däi2 ha6
單調,dæng1 diu6
幻覺,wæng6 gok2
分工,fäng1 gung1
風度,fung1 du6
凝固,yäng4 gwu1
撈飯,läu1 fæng6
假冒,ga2 mäu6
有為,yäu1 wäi4
打靶,da2 ba2
不平,bäk2 päng4
海參,fui2 säm1
斷背,düng6 bui1
好波,häu2 bo1
議長,yi1 zöng2
聽覺,täng1 gok2
用量,yung6 löng6
身體力行,säng1 täi2 läk6 häng4
沉沒,cäm4 muk6
下跪,ha6 gwäi6
磨練,mo4 ling6
斷言,düng6 ying4
分公司,fäng1 gung1 si1
圖畫,tu4 wa6
催生,cöi1 sæng1
分段,fäng1 düng6
轉嫁,züng2 ga1
舉重,gü2 cung1
公映,gung1 yäng2
上頭,söng6 täu4
便衣警,bing6 yi1 gäng2
麾下,fäi1 ha6
打卡,da2 kæk2
上鏡,söng1 geng1
轉眼,züng2 ngæng1
度蜜月,du6 mäk6 ngük6
